capability_id,row_kind,capability,status,implementation_status,validation_status,legacy_reference,modern_paths,composition_adapter_paths,test_paths,evidence,remaining_gaps_next_action,active_owner,updated_date
"ZH-C-UPGRADE-IDENTITY","CAPABILITY","Stable upgrade keys catalog dense IDs masks and publication","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/Common/System/Upgrade/upgrade_catalog.cppm;GeneralsMD/Code/GameEngine/Source/Common/RTS/Upgrades/player_upgrade_masks.cppm","games/generalszh/gameplay/upgrades/identity/upgrade_catalog.cppm;games/generalszh/gameplay/upgrades/components/upgrade_status.cppm","games/generalszh/adapters/legacy/upgrades/identity/upgrade_catalog.cppm;games/generalszh/adapters/content/upgrades/upgrade_definition.cppm","games/generalszh/gameplay/upgrades/identity/upgrade_catalog.test;games/generalszh/adapters/legacy/upgrades/identity/upgrade_catalog.test","Stable identity and bounded mask/storage ownership are documented historical slices, not complete upgrade gameplay.","Finish composition with player/object masks, map overrides, reset/lifecycle and all consumers without legacy duplicate owners.","","2026-09-07"
"ZH-C-UPGRADE-EFFECTS","CAPABILITY","Upgrade eligibility grants object/player effects and callbacks","IN_PROGRESS","IN_PROGRESS","UNASSESSED","GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Upgrade/UpgradeModule.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Upgrade/ArmorUpgrade.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Upgrade/LocomotorSetUpgrade.cpp","games/generalszh/gameplay/upgrades/definitions/build_definition.cppm;games/generalszh/gameplay/upgrades/state/upgrade_status.cppm","games/generalszh/adapters/content/upgrades/upgrade_definition.cppm","games/generalszh/gameplay/upgrades/definitions/build_definition.test;games/generalszh/adapters/content/upgrades/upgrade_definition.test","Definitions and identity paths are present, but independent execution/effect integration was not established by inspected evidence. User requested full available Luna/max agent capacity. Fresh Kepler is reserved for a bounded disjoint source-grounded design; production edits require coordinator design approval. Existing evidence remains historical, no new implementation or validation acceptance. Coordinator continuation reinspection 2026-09-07 retained the same active ownership and unaccepted status; concrete unresolved authority, startup, bounds and producer/consumer gaps are recorded in parallel_port.md Current bounded-work correction inventory. No new build or acceptance is claimed. Initial design reviewed against object_upgrade_masks and GrantUpgradeCreate; revision required before code: use typed word chunks rather than a serial batch for ordinary updates, distinguish completed-bit removal from effect eligibility reset, specify exact target/scope/creation producer contract. Revised one-system typed-word design approved: object target/schema and marker-word components, bounded canonical grant/remove inputs, disjoint chunk writes, joined receipts and orphan cleanup; no effect undo, legacy bit bridge, or account-state shadow. Concrete creation-definition adapter is included; production/root consumer integration remains pending. Continuation prereview: inspected ObjectUpgradeSystem and batch/target modules; zero-word live scope with stray ordinal rows evades validation and requires correction/test. Same owner retained; no build or acceptance. Coordinator accepted the bounded object-scope leaf handoff only after actual typed-word execution, canonical batch, complete ordinal validation, disjoint receipt writes and creation adapter review. Final Windows x64 Clang Release rebuild/CTest25a383 passed3/3 suites; prior CTestaba51f failed a capacity fixture that had accepted only one of two allowed requests, corrected without production changes. Real America and GLA GrantUpgradeCreate fixtures pass; no invented China auto-grant is claimed. Kepler closed. Production enrollment, root registration and radar effect integration remain absent and unaccepted. Coordinator approved revised one-system lifecycle design and released only four new component/system/test files to Ohm. Normal life/readiness/enrollment decisions execute in typed chunks; BeforeChunks prepares bounded slots only, AfterChunks joins validates capacity/conflicts publishes and updates prepared stage columns. Shared production/construction/content/root/CMake remain queued after Mendel. No integration or validation acceptance.","Characterize eligibility/effect ownership, then add cohesive independently registered systems and connected tests for each distinct effect family.","Ohm:01a07cc8-9391-7223-801f-f6bc211e3911 (approved disjoint lifecycle component/system implementation; shared integration not released)","2026-09-07"
"ZH-C-RANK-SCIENCE","CAPABILITY","Rank thresholds skill awards science credits purchases and production gate","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Object.cpp;GeneralsMD/Code/GameEngine/Source/Common/RTS/Player.cpp;GeneralsMD/run/Data/INI/Rank.ini","engine/gameplay/rts/rank;engine/gameplay/rts/unlocks;games/generalszh/gameplay/progression","games/generalszh/adapters/content/rank/rank_definition.cppm;games/generalszh/adapters/content/science/science_definition.cppm;games/generalszh/composition/game_session.cppm","engine/gameplay/rts/rank/systems/rank_system.test;engine/gameplay/rts/unlocks/systems/unlock_system.test;games/generalszh/composition/game_session.test","Coordinator-reported build 14531/CTest 5 of 5 passes connected lethal to rank to science purchase to ProducedUnit at 1/2/4 workers; Raman is closed and owner is intentionally blank.","Cover rank discovery, richer content, noncombat/stale awards, UI and all science effects beyond the bounded catalog.","","2026-09-07"
"ZH-C-VETERANCY-PROGRESSION","CAPABILITY","Unit veterancy levels authored award values and progression state","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/GameLogic/Object/ExperienceTracker.cpp;GeneralsMD/Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp","engine/gameplay/progression;games/generalszh/gameplay/progression/definitions/veterancy_definition.cppm","games/generalszh/adapters/content/progression/veterancy_decoder.cppm;games/generalszh/composition/game_session.cppm","games/generalszh/gameplay/progression/definitions/veterancy_definition.test;games/generalszh/gameplay/progression/systems/kill_experience_system.test","Automatic combat XP and typed veterancy binding are connected only in a bounded award slice.","Implement full veterancy promotion, modifiers, experience sinks, crates, content and serialization/presentation behavior.","","2026-09-07"
"ZH-C-AI-FORCE-PRODUCTION","CAPABILITY","Typed AI force-production controller candidate selection and autonomous production","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPlayer.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate.cpp","engine/gameplay/rts/ai;games/generalszh/gameplay/ai/systems/force_production_system.cppm","games/generalszh/composition/game_session.cppm;games/generalszh/adapters/content/units/unit_definition.cppm","games/generalszh/gameplay/ai/systems/force_production_system.test;games/generalszh/composition/game_session.test","Accepted coordinator evidence build 41422/CTest 5 of 5 covers bounded force production and autonomous IDs at 1/2/4 workers.","Add TeamTemplate/script policy, tactical goals, all AI production rules and content; do not call this full AI.","","2026-09-07"
"ZH-C-AI-STRATEGIC","CAPABILITY","Skirmish strategy base planning team templates and strategic production","UNASSESSED","UNASSESSED","UNASSESSED","GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPlayer.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AISkirmishPlayer.cpp","engine/gameplay/rts/ai;games/generalszh/gameplay/ai/README.md","games/generalszh/composition/game_session.cppm","games/generalszh/gameplay/ai/systems/force_production_system.test","Only bounded force production is evidenced; strategic AI and TeamTemplate/script adapter are explicitly missing.","Characterize strategic state and author a reusable execution/policy split before implementation.","","2026-09-07"
"ZH-C-AI-TACTICAL","CAPABILITY","Tactical state machines assault transport worker supply and combat decisions","IN_PROGRESS","IN_PROGRESS","UNASSESSED","GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIStates.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/WorkerAIUpdate.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/SupplyTruckAIUpdate.cpp","engine/gameplay/rts/ai;engine/gameplay/rts/orders","games/generalszh/composition/game_session.cppm","games/generalszh/gameplay/orders/systems/order_system.test","Legacy tactical categories are inventoried, but no full independent tactical-AI execution path was inspected. User requested full available Luna/max agent capacity. Fresh Jason is reserved for a bounded disjoint source-grounded design; production edits require coordinator design approval. Existing evidence remains historical, no new implementation or validation acceptance. Coordinator continuation reinspection 2026-09-07 retained the same active ownership and unaccepted status; concrete unresolved authority, startup, bounds and producer/consumer gaps are recorded in parallel_port.md Current bounded-work correction inventory. No new build or acceptance is claimed. Initial squad design reviewed against actual OrderSystem/TargetFrame; revision required before code for exact component/query ownership, injected order-batch consumption without an extra host pipeline, target-frame lifetime/visibility edges, and persistent goal versus manual-control precedence. Revised design approved: member-owned full-squad/revision application latch, squad-owned goals, one real typed tactical system and reusable goal decision algorithm, separate injected TargetIndex, bounded canonical order batch with future same-tick OrderSystem consumption. Hunt selects once per revision; continuous hunt and full AI remain outside the bounded task. No root integration or validation acceptance yet. Continuation prereview: inspected TacticalBehaviorSystem, decision and goal modules against TargetIndex VisibilityAccess; mutable scratch constness and component/helper separation require correction. Same owner retained; no root execution or build acceptance. Coordinator accepted bounded squad leaf handoff only after actual typed tactical processing, last-committed target visibility, complete auxiliary metadata, disjoint scratch and explicit request lifecycle review. Final Windows x64 Clang Release build/CTestc389a2 passed2/2 suites, including positive-health fixtures and explicit primary chunk count greater than one across1/2/4 workers with full request identities. Earlier builds63232/1bf1ca failed custom-type printing and51381/80891f failed duplicate Boost implementation TUs; both corrected preserving cases. Architecture9c8b12 passed2/2. Jason closed; real-root membership/goal inputs and ordinary order consumption remain absent and unaccepted. Coordinator approved Ramanujan minimal integration design and released only disjoint command-batch/system tactical and order source/tests after actual root graph review. Explicit membership is enrollment authority; no invented eligibility registry or definition whitelist. PreSimulation command reduction uses deterministic conflict preflight; tactical observes previous committed visibility between task/movement eligibility and ordinary order processing. Root and shared CMake remain queued after Mendel and Ohm; no new validation acceptance.","Map tactical decisions to explicit systems and injected reusable algorithms; do not wrap legacy state machines in jobs.","Ramanujan:01a07ca3-41bb-7ab0-9172-8cd4d87a6895 (approved disjoint tactical/order source implementation; root and shared CMake not released)","2026-09-07"
"ZH-C-SCRIPTS","CAPABILITY","Script actions conditions triggers and victory scripts","IN_PROGRESS","NOT_STARTED","UNASSESSED","GeneralsMD/Code/GameEngine/Source/GameLogic/ScriptEngine/ScriptActions.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/ScriptEngine/ScriptConditions.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/ScriptEngine/Scripts.cpp","","games/generalszh/hosts/headless/README.md","","No modern script adapter or composed script execution evidence was found in the inspected paths. Main actual ShellMapMD inventory and ScriptEngine update/action source audit establish same-update sequential visibility requirements. Fresh Bacon reserved for bounded script-core design only, with authoritative ECS state and shared-plan execution; no code approval, runtime or validation claimed.","Audit script data, lifecycle, deterministic command production and scenario ownership before implementation.","Bacon:01a07cf5-6c77-7f40-91cb-38b7a106506c (shellmap script-core design only; no edit release)","2026-09-07"
"ZH-C-SPECIAL-POWER-CASH-BOUNTY","CAPABILITY","Cash Bounty special-power economy effect and production-root integration","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/GameLogic/Object/SpecialPower/CashBountyPower.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/SpecialPowerUpdateModule.cpp","games/generalszh/gameplay/bounty/components/cash_bounty_cost_binding.cppm;games/generalszh/gameplay/bounty/definitions/cash_bounty_definition.cppm;games/generalszh/gameplay/bounty/definitions/cash_bounty_catalog.cppm;games/generalszh/gameplay/bounty/inputs/cash_bounty_batch.cppm;games/generalszh/gameplay/bounty/systems/cash_bounty_policy_system.cppm;games/generalszh/gameplay/bounty/systems/cash_bounty_award_system.cppm;games/generalszh/gameplay/economy/systems/economy_system.cppm","games/generalszh/composition/game_session.cppm;games/generalszh/adapters/content/bounty/cash_bounty_definition.cppm;games/generalszh/hosts/headless/headless_match_impl.cppm;games/generalszh/hosts/headless/content_match_impl.cppm","games/generalszh/gameplay/bounty/components/cash_bounty_cost_binding.test;games/generalszh/gameplay/bounty/definitions/cash_bounty_definition.test;games/generalszh/gameplay/bounty/definitions/cash_bounty_catalog.test;games/generalszh/gameplay/bounty/inputs/cash_bounty_batch.test;games/generalszh/gameplay/bounty/systems/cash_bounty_policy_system.test;games/generalszh/gameplay/bounty/systems/cash_bounty_award_system.test;games/generalszh/gameplay/economy/systems/economy_system.test;games/generalszh/composition/game_session.test;games/generalszh/adapters/content/bounty/cash_bounty_definition.test;games/generalszh/hosts/headless/headless_match_impl.test;games/generalszh/hosts/headless/content_match_impl.test","Planck local bounty/economy checkpoint f31e97 passed CTest 5/5; coordinator cost-flow checkpoint 3bd9d9 had a 4/5 failure and the corrected construction checkpoint session32702 terminal 08c225 passed CTest 1/1, closing that placement failure. Full root bounty integration remains pending. Visibility core/content 8d7d9e CTest 2/2 and policy 247872 CTest 1/1 passed; Gibbs crate/supplies implementation is separately approved and ongoing. Supplied 2026-09-07 checkpoint: bounty new-root/headless integration remains IN_PROGRESS; diagnostic build 29658 terminal 303688 exited 1 after content_match.test Clang reported ""ran out of source locations"" and a frontend crash, while the other requested libraries and root/economy executables compiled; separate CTest 7c2dde passed 2/2 for root GameSession/economy; the new connected bounty host test is unvalidated and Planck is investigating the import graph. Preserve f31e97 local 5/5 and session32702 cost-flow 1/1 history. Crate-adapter correction remains pending design approval because invented Crate/Reward format was rejected in review and is not an accepted port. Continuation owner Nash:01a07c18-fb9a-7993-92f7-7a75703a0dc3 is reserved for this row; current build 23560/c7a273 still exits 1 in content_match.test private-import cleanup, so no new validation is claimed. Follow-up 2026-09-07: build 92385 terminal 9e193a exited 1 after the source-limit was unblocked; the remaining inherited content fixture syntax was corrected, then rebuild 55307 terminal 2fc41b exited 0 and the content host test compiled. CTest 991ce3 exited 8 with one failed suite after 13 cases: only scaffold.targetHealth==0 assertions at content_match_impl.test:798 and :821 failed for workers 2/4; unit bounty follow-up and completed-building cases passed. The scaffold failure is diagnosed as a missing separate blue live VictoryAsset in the under-construction host fixture; no acceptance is claimed, and the approved narrow host-fixture correction is pending main rebuild. Accepted bounded scope after coordinator path/diff review: decoded BuildCost enrollment, science policy, and lethal enemy settlement funding follow-up production through the shared root. Build 72667 terminal 3d00fa exited 0; CTest 3/3 for headless/entry/content, with 13 active content Boost cases covering 1/2/4-worker follow-up ID/account/definition/balance checks and completed-building payment versus lethal scaffold no-bounty. Supporting build 12113 terminal cb73eb exited 0; CTest 6/6 for focused bounty/economy/batch/execution/root/adapter suites. The host public/implementation split is recorded in parallel_port.md and the scoped headless README.","Finish owner/KindOf/build-cost modifiers; establish broader stale/dead-source policy and fidelity; activate remaining content and special-power breadth; add presentation; measure performance; validate non-Windows. Do not claim full post-baseline regression or full gameplay port.","","2026-09-07"
"ZH-C-SPECIAL-POWERS-ABILITIES-BEHAVIORS","CAPABILITY","Remaining special powers special abilities OCL and object behavior modules","UNASSESSED","UNASSESSED","UNASSESSED","GeneralsMD/Code/GameEngine/Source/GameLogic/Object/SpecialPower/SpecialPowerModule.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/SpecialPower/OCLSpecialPower.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Behavior/GenerateMinefieldBehavior.cpp","","games/generalszh/composition/game_session.cppm","","Only Cash Bounty has an approved active design; no broad independent modern execution evidence was inspected.","Inventory and characterize each power/behavior family, then split reusable algorithms from Zero Hour policy and compose real systems.","","2026-09-07"
"ZH-C-CONTENT-INI-BOUNDARY","CAPABILITY","INI block parsing validation immutable definitions and adapter boundary","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp;GeneralsMD/Code/GameEngine/Source/Common/RTS/Science.cpp","games/generalszh/adapters/content/ini/named_block.cppm;games/generalszh/adapters/content","games/generalszh/adapters/content/README.md","games/generalszh/adapters/content/ini/named_block.test;games/generalszh/adapters/content/prerequisites/prerequisite_definition.test","Typed adapter boundary and representative content tests exist; full INI catalog loading and defaults are not complete.","Map all parser schemas/default/inheritance rules and publish canonical immutable catalogs with explicit unsupported-field policy.","","2026-09-07"
"ZH-C-CONTENT-COMBAT-UNITS","CAPABILITY","Unit building armor weapon and locomotor content definitions","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Weapon.cpp","games/generalszh/adapters/content/units;games/generalszh/adapters/content/buildings;games/generalszh/adapters/content/armor","games/generalszh/composition/game_session.cppm;games/generalszh/hosts/headless/content_match.cppm","games/generalszh/adapters/content/units/unit_definition.test;games/generalszh/adapters/content/buildings/building_definition.test;games/generalszh/adapters/content/armor/armor_definition.test","Extracted content host and bounded unit/building/armor adapters are tested; omitted modules and full catalogs remain explicit.","Expand definitions and bind every consumed field to modern systems; compare representative content against the reference.","","2026-09-07"
"ZH-C-CONTENT-ECONOMY-TECH","CAPABILITY","Science rank upgrades rules selling repair and economy content","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/Common/RTS/Science.cpp;GeneralsMD/Code/GameEngine/Source/Common/System/Upgrade.cpp;GeneralsMD/Code/GameEngine/Source/Common/RTS/Money.cpp","games/generalszh/adapters/content/science;games/generalszh/adapters/content/rank;games/generalszh/adapters/content/upgrades;games/generalszh/adapters/content/rules","games/generalszh/composition/game_session.cppm","games/generalszh/adapters/content/science/science_definition.test;games/generalszh/adapters/content/rank/rank_definition.test;games/generalszh/adapters/content/upgrades/upgrade_definition.test","Bounded science/rank/upgrade/rules/sale/repair definitions have source-grounded tests; full content composition is open.","Bind remaining authored fields and cross-content inheritance/effects, then validate connected production/economy scenarios.","","2026-09-07"
"ZH-C-CONTENT-MAP-SCENARIO","CAPABILITY","Map object-list terrain faction scenario and authored starting-state content","UNASSESSED","UNASSESSED","UNASSESSED","GeneralsMD/Code/GameEngine/Source/GameLogic/System/GameLogic.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/ScriptEngine/VictoryConditions.cpp","games/generalszh/hosts/headless/content_match.cppm","games/generalszh/hosts/headless/README.md","games/generalszh/hosts/headless/content_match_impl.test","The content host exercises an extracted fixture, not full map/object-list/scenario loading.","Audit map and scenario file schemas, initial objects, scripts, terrain, factions and deterministic startup before implementation.","","2026-09-07"
"ZH-C-PRESENTATION-AUDIO-UI","CAPABILITY","Transaction sound presentation model pending conditions and UI-facing effects","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/Common/RTS/Money.cpp;GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GameWindowManagerScript.cpp","engine/events;games/generalszh/presentation/economy;games/generalszh/presentation/model","games/generalszh/adapters/legacy/presentation;games/generalszh/presentation/economy/transaction_sound.cppm","games/generalszh/presentation/economy/transaction_sound.test;games/generalszh/presentation/model/pending_conditions.test;engine/events/storage/event_batch.test","Typed presentation requests and legacy transaction-sound boundary are tested; no full consumer or UI integration is claimed.","Connect committed presentation consumers, preserve ordering/failure semantics and audit all gameplay-to-UI/audio bridges.","","2026-09-07"
"ZH-C-COLLISION-PHYSICS","CAPABILITY","Collision partition crush physics projectile collision and physical effects","IN_PROGRESS","IN_PROGRESS","UNASSESSED","GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Collide/CollideModule.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/PhysicsUpdate.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/PartitionManager.cpp","engine/gameplay/spatial/contacts;games/generalszh/gameplay/collision/definitions/zero_hour_collision_definition.cppm","games/generalszh/adapters/content/collision/collision_definition.cppm","engine/gameplay/spatial/contacts/systems/contact_system.test;engine/gameplay/spatial/contacts/algorithms/contact_intersection.test;games/generalszh/gameplay/collision/definitions/zero_hour_collision_definition.test;games/generalszh/adapters/content/collision/collision_definition.test","Spatial primitives exist, but no complete modern Zero Hour collision/physics execution path was established. User requested full available Luna/max agent capacity. Fresh Mencius is reserved for a bounded disjoint source-grounded design; production edits require coordinator design approval. Existing evidence remains historical, no new implementation or validation acceptance. Coordinator continuation reinspection 2026-09-07 retained the same active ownership and unaccepted status; concrete unresolved authority, startup, bounds and producer/consumer gaps are recorded in parallel_port.md Current bounded-work correction inventory. No new build or acceptance is claimed. Revised pair-only design approved: reusable Circle/AABB geometry and two-sided participation masks, typed ContactSystem in PreSimulation, integer microcell bounds, canonical entity-pair facts, explicitly budgeted logical-chunk scratch and joined RecordedBatch/PublishedBatch publication. Unsupported airborne sample/history was removed; terrain, swept collision, physics, landing and actual root contact consumers remain unimplemented. Continuation prereview: inspected corrected ContactSystem DI, PreSimulation phase, radius and publication preflight; zero-active-body duplicate-check loop requires correction/test. Same owner retained; no root consumer or validation acceptance. Coordinator accepted bounded leaf handoff only after actual source review and isolated rebuild309119 success; CTest19363f passed3/3 suites (14 engine/2 definition/3 content cases), full pair IDs1/2/4, empty/mask/sparse/bounds/reuse coverage. Prior build51908/95ac38 failed on test syntax; corrected. Whole-repo architecture scan separately flagged unaccepted squad dependency; checker self-test passed. Mencius closed; root wiring/contact-to-pickup integration remains absent and unaccepted. Coordinator approved revised direct published-pair consumption inside existing Claim BeforeChunks, unique combined candidate slots separate from sequence/source ordinal, checked bounds and explicit resource release. Root binding is Simulation Health->Contact->Claim. Authored optional colliders enroll real produced units and completed structures only, preserving disabled participation; grounded crate startup supplies validated cell. Exact production/construction/content/root scope released to Mendel after Fermat18f6f3 acceptance; no new contact integration validation yet. Mendel stopped with only unbuilt root/claim/test/CMake WIP and no real producer colliders or configurable contact limits. Coordinator preserved the patch and closed the role-confused delegate without acceptance. Fresh Kuhn owns source/design confirmation of the same remaining contact integration before production edit release; no new build or runtime acceptance.","Characterize collision ownership, geometry, crush, partitions and deterministic physical effects before implementation.","Kuhn:01a07d00-6506-7072-9fe9-7e5f6c263517 (contact integration continuation design confirmation; exclusive root/producer reservation)","2026-09-07"
"ZH-C-MAP-FOG-LOS","CAPABILITY","Fog shroud line of sight observer range and visibility-dependent targeting","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/DynamicShroudClearingRangeUpdate.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/SpyVisionUpdate.cpp","engine/gameplay/rts/visibility;games/generalszh/gameplay/visibility/definitions/visibility_policy.cppm","games/generalszh/adapters/content/visibility/visibility_definition.cppm;games/generalszh/composition/game_session.cppm","engine/gameplay/rts/visibility/systems/visibility_system.test;games/generalszh/adapters/content/visibility/visibility_definition.test","Ordinary range-based shroud/current visibility, authoritative exploration leases, and visibility-dependent target rejection are evidenced by core/content 8d7d9e CTest 2/2, policy 247872 CTest 1/1, root/combat 73c123 CTest 2/2, decoded content/headless/host eadb24 CTest 3/3, targeting 76ca32 CTest 1/1, and root validation 70835 terminal 6e62db CTest 1/1 with all 40 GameSession cases passing, including the decoded visibility/garrison/capture/death scenario at 1/2/4 workers.","Terrain line-of-sight, radar, stealth/detection interaction, diplomacy, presentation, special reveal variants, full content fidelity, performance and platform matrix validation remain omitted; this row stays PARTIAL.","","2026-09-07"
"ZH-C-CRATES-SUPPLIES","CAPABILITY","Crates supply drops pickups salvage veterancy and object-create rewards","PARTIAL","PARTIAL","PARTIAL","GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Collide/CrateCollide/CrateCollide.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Collide/CrateCollide/MoneyCrateCollide.cpp;GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Collide/CrateCollide/VeterancyCrateCollide.cpp","games/generalszh/gameplay/harvesting;games/generalszh/gameplay/economy","games/generalszh/composition/game_session_impl.cppm","games/generalszh/composition/game_session_impl.test;games/generalszh/gameplay/crates/systems/crate_claim_system.test;games/generalszh/gameplay/crates/systems/crate_reward_system.test","Gibbs design and implementation gate is approved and implementation remains ongoing in the new crate/pickup/adapters files with additive ProgressionBatch PendingInputs accessor/test only and no root/economy/production overlap. Validation is unassessed. The prior Gibbs handle is unavailable; replacement owner Hypatia:01a07c18-fc43-73c2-988f-8978a598b9ef owns only crates/pickups/progression PendingInputs. Coordinator approved Hypatia's source-grounded continuation: actual Object/Behavior adapter, PreSimulation claim/reward ordering, bounded reusable scratch, canonical claim-ordered rewards and startup validation. Leaf implementation and shared-root integration remain unaccepted. The inherited progression-batch test formatting failure was corrected without weakening full Entity equality; full build 28a904 succeeded and progression tests passed. Fresh Fermat composition integration design is reserved with disjoint root/economy/parent-CMake ownership, pending coordinator approval; Hypatia retains leaf files and explicit CrateRewardLimits corrections. Integration must resolve account-policy startup ordering and use the existing authoritative upgrade state, not a duplicate word projection or private execution pipeline. Coordinator continuation reinspection 2026-09-07 retained the same active ownership and unaccepted status; concrete unresolved authority, startup, bounds and producer/consumer gaps are recorded in parallel_port.md Current bounded-work correction inventory. No new build or acceptance is claimed. Fermat composition design approved after actual root/economy review: explicit setup-only account policy registration and first-tick freeze; real ResearchedUpgrade/Complete authority; canonical economy batch merge/release with logical request bounds; shared graph claim/reward/health/XP/economy edges. Hypatia owns the required leaf API revision and continues approved limits/tests; no build or acceptance yet. Hypatia revised leaf API approved: bounded startup Register/Freeze account policies with fixed-entry compatibility, real ResearchedUpgrade and Complete status money-boost lookup, existing UpgradeIdentity Player-scope binding instead of fabricated word mapping. Owned leaf limits/tests and disjoint root integration are in progress, unbuilt and unaccepted. Continuation prereview: inspected actual claim/reward/root/test files; packed vector<bool> chunk-written candidate flags require independent byte slots, setup-only crate creation requires a pre-mutation first-tick guard, and composed producer/startup tests remain pending. Same leaf/composition owners retained; no new build or acceptance. Crate leaf build87885/a718d5 exited1; diagnostic repeat21746/fd940f exited1, log .ecs-build/crate-leaf-review-build.log. Claim field/initializer and Boost constructor/print errors returned to same leaf owner; no new crate test passes or root acceptance. Final bounded crate leaf handoff accepted after actual claim/reward/account policy/source review and Windows x64 Clang Release build/CTestfe49d7 passed6/6 for pickups, progression, economy execution, crate definitions, crate execution and actual-content adapter. Prior CTestc0879b failed four veterancy assertions because the fixture omitted required ProgressionInbox; corrected with Applied receipt checks, then a namespace compile fix. No production XP workaround was added. Rootbuild71255 terminala54548 failed Clang source-location capacity at game_session.test import; connected crate acceptance remains pending with Fermat. Hypatia closed. Bounded root handoff accepted after actual root->shared scheduler->Claim/Reward/health/XP/economy review and main build55393 terminal18f6f3 CTest14/14. Root has42cases including same-tick money/heal/veterancy effects with actual produced unit/completed structure and completed ResearchedUpgrade authority at1/2/4 workers. Main196b78 root/economy2/2 also passed. Claim/Reward are explicitly Simulation after Health, resolving phase cycle. Fermat closed. This validates ordered explicit pickup contacts only; automatic geometry/contact enrollment is newly approved with Mendel and remains unvalidated. Mendel stopped with only unbuilt root/claim/test/CMake WIP and no real producer colliders or configurable contact limits. Coordinator preserved the patch and closed the role-confused delegate without acceptance. Fresh Kuhn owns source/design confirmation of the same remaining contact integration before production edit release; no new build or runtime acceptance.","Implement and validate approved production/movement->ContactPair->CrateClaim->Reward path and authored grounded collider lifecycle; airborne/supply-drop/object-create/salvage breadth, full fidelity, performance and other platforms remain incomplete.","Kuhn:01a07d00-6506-7072-9fe9-7e5f6c263517 (contact integration continuation design confirmation; exclusive root/producer reservation)","2026-09-07"
